,uid,ts,Z,answers
392,CA1chP3gTax8Z7Xrfk,1824.667476,0.0,52.74.180.203
393,CT4Ct92oddECgP4ha3,1824.672584,0.0,"ib.adnxs.com,g.geogslb.com,ib.anycast.adnxs.com,37.252.170.69,37.252.170.17,37.252.170.110,37.252.170.79,37.252.170.91,37.252.170.137,37.252.170.118,37.252.170.60"
394,CpiHud190ugHT1DfGd,1824.690195,0.0,"www.gizmodo.in.edgesuite.net,a1982.f1.akamai.net,195.113.232.83,195.113.232.89"
395,CcDnQl2ABuhGhKZwQ7,1824.725485,0.0,"www.happytrips.com.edgesuite.net,a1877.f1.akamai.net,195.113.232.91,195.113.232.73"
396,CwHexc2WeYBYkkbivl,1824.742941,0.0,"ade.clmbtech.com.edgekey.net,e5178.e12.akamaiedge.net,23.63.91.206"
397,CVwL5d3KXKyJI82coj,1824.759801,0.0,223.165.30.18
398,CG71Qd2oLFNWBHnoh7,1824.783097,0.0,"www.lifehacker.co.in.edgesuite.net,a1414.f1.akamai.net,195.113.232.72,195.113.232.83"
399,CViy7v3GkPKyddN5Cl,1824.815826,0.0,115.112.206.13
400,CKLQas4NgQI3N0KrI9,1824.838211,0.0,"mumbaimirror.indiatimes.com.edgesuite.net,a1075.f1.akamai.net,195.113.232.74,195.113.232.75"
401,C7i0Yw1dz50TUq8fmh,1824.869985,0.0,180.179.57.28
402,CnlWVo3bK04vmC2gWj,1824.890348,0.0,219.65.84.11
403,CklR3U3e9dYTUOAw6f,1824.917180,0.0,"www.timesnow.tv.edgesuite.net,a536.b.akamai.net,195.113.232.80,195.113.232.82"
404,CI6qRMu8OlSmFHYI,1824.951558,0.0,205.147.109.240
405,CHIlCd4CL7NPHICll4,1824.953455,0.0,223.165.27.19
406,CFneIAEbh4nTeBhBe,1824.955622,0.0,"www.zoomtv.in.edgesuite.net,a1250.b.akamai.net,195.113.232.83,195.113.232.80"
407,CaV60f4wPTAgSPbLad,1824.981884,0.0,"g.geogslb.com,ib.anycast.adnxs.com,37.252.163.109,37.252.163.226,37.252.162.53,37.252.163.95,37.252.162.78,37.252.162.241,37.252.162.49,37.252.162.216"
408,CUiO3F325yYNt5ZMYk,1825.061634,0.0,178.250.0.67
409,CaXHt94YqwLuL4EGmc,1825.253819,0.0,"acdn.adnxs.com.c.footprint.net,8.253.82.121"
410,C5rnVI3RPVf6csyod9,1825.256476,0.0,"cdn.adnxs.com.c.footprint.net,209.84.3.70,8.247.19.240,8.27.13.70"
411,CzEMeH1HivlN2SpG6i,1825.290897,0.0,"pixel.rubiconproject.net.akadns.net,31.186.225.44,31.186.225.24"
412,CsQnLS3An87KIV8eua,1825.273527,0.0,"104.155.28.211,104.155.8.132"
413,CbKOYh16UpXUhV3Oxh,1825.294281,0.0,63.251.210.243
414,CIN6ro2DUVWV1fefW3,1825.273944,0.0,"cs491.wac.deltacdn.net,192.229.233.43"
415,Cqlcst36nCoJ3KSeD3,1825.288165,0.0,"tap2-cdn.rubiconproject.edgesuite.net,a978.g.akamai.net,195.113.232.90,195.113.232.89"
416,C8mhcB3PaPB6laao4e,1825.432420,0.0,223.165.31.199
417,Cxcv6k4zdJeIyzCip7,1825.423266,0.0,"maharashtratimes.indiatimes.com.edgesuite.net,a1675.f1.akamai.net,195.113.232.75,195.113.232.90"
418,CwLHu82BhfoA2EbYH,1825.455604,0.0,"37.252.163.152,37.252.163.73,37.252.162.253,37.252.163.113,37.252.162.68,37.252.163.212,37.252.163.69,37.252.162.224"
419,CuE0Jd1wDaeHlK1rJ5,1825.472523,0.0,"tp00.everesttech.net.akadns.net,66.117.28.68"
420,CbjktF3Epnfewhfmfl,1825.349911,0.0,"104.155.53.48,104.155.18.97,104.155.17.92,104.155.37.64,104.155.53.183,104.155.9.53,104.155.42.203,104.155.4.1,104.155.70.73,104.155.68.2,104.155.5.178,104.155.50.157,104.155.76.74,104.155.77.39,104.155.58.209"
421,Ctflk64zFk28C1oC4,1825.791949,0.0,"taboola.com.edgekey.net,e3091.g.akamaiedge.net,104.109.104.82"
422,CFInzd2PSKqnNdWwc9,1826.213746,0.0,"scontent.xx.fbcdn.net,31.13.93.7"
423,Cb7ASD34PIOtk7RZW3,1826.403710,0.0,"ad.turn.com.akadns.net,46.228.164.11"
424,CsSazx3YppZ4fRkcri,1826.403827,0.0,208.146.36.221
425,C7WPQM1KrzgVaTav58,1826.387461,0.0,"static.columbia.timesinternet.in.edgesuite.net,a1742.f1.akamai.net,195.113.232.80,195.113.232.83"
426,CuRBKK2m35xO1ZeBU3,1826.400269,0.0,"cdn.turn.com.edgesuite.net,a63.g.akamai.net,195.113.232.90,195.113.232.81"
427,Cem4xq40TyXMKUoqP8,1826.406989,0.0,"pagead.l.doubleclick.net,172.217.18.66"
428,C9wA7Z1UVfQiQXscs,1826.404943,0.0,"usadmm.dotomi.com.dotomi.weighted.com.akadns.net,nsy-ams.dotomi.weighted.com.akadns.net,ams02-usadmm.dotomi.com,64.158.223.137"
429,C8zVLV1BQIRkdAa8aj,1826.459541,0.0,"tap-s-2076851614.us-east-1.elb.amazonaws.com,23.23.172.0,23.21.59.91,23.21.56.233"
430,CUiAw72HcaEQXIRwxk,1826.750629,0.0,"dxedge-prod-lb-404808087.eu-central-1.elb.amazonaws.com,54.93.102.141,52.28.18.161,52.28.171.120,54.93.194.19,52.29.236.159,52.29.57.213"
431,Cr7GuL3prA6994Xrnc,1826.751031,0.0,"geotags.w55c.net,trafficmanager.w55c.net,159.8.37.102"
432,C1VhEn2Wi5Q0DZjXy6,1826.762119,0.0,"cti.wac.4689.mucdn.net,s7.gp1.wac.epsiloncdn.net,93.184.220.187"
433,CgiaFn18xFbeUtQYB1,1826.904443,0.0,"star.facebook.com,star.c10r.facebook.com,31.13.84.8"
434,CYXntm4Ln4kjY7j32a,1826.968188,0.0,"2-01-3cf7-0009.cdx.cedexis.net,download.windowsupdate.com.edgesuite.net,a767.dspw65.akamai.net,23.62.237.87,23.62.237.95"
435,CBjwhKuAouIhJBodi,1827.017732,0.0,"2-01-3cf7-0009.cdx.cedexis.net,download.windowsupdate.com.edgesuite.net,a767.dspw65.akamai.net,23.62.237.87,23.62.237.95"
436,CKPtyP1sk6FqrDLTc3,1827.063222,0.0,"cs51.wac.edgecastcdn.net,93.184.220.76"
437,CpAHrcWT6rYtKX9bi,1827.131401,0.0,"fd-world.ngd.gysm.yahoodns.net,217.163.21.35,217.163.21.34"
438,CgusNDiUdQrmyvFL2,1827.137192,0.0,"any.edge.bing.com,204.79.197.200"
439,CHYIzJ1j4b1gf3LwGf,1827.129098,0.0,"37.252.170.48,37.252.170.102,37.252.170.39,37.252.170.90,37.252.170.144,37.252.170.95,37.252.170.43,37.252.170.31"
440,CGT6VZ1QNr9Lr1VoVd,1827.134056,0.0,208.81.233.48
441,C6b5Rb4v1mA9xLa02,1827.239696,0.0,"track-front-prod-825173558.us-east-1.elb.amazonaws.com,54.243.169.159,54.243.63.251,23.21.126.97,107.21.93.199,107.21.244.204,107.22.253.140,54.243.64.228,54.83.42.24"
442,ClLgqN1CkkeaTCDYU8,1827.123407,0.0,"c.live.com,c.live.com.nsatc.net,207.46.194.10"
443,CnRp391qFKVioR9ih8,1827.326380,0.0,"178.33.233.48,178.33.238.152,5.39.65.58,178.33.233.234,5.39.65.134"
444,CC3Vgn44n0pRjU58y,1827.362022,0.0,"track-eu.adform.net,37.157.4.16,37.157.2.26"
445,CXZHZw2Xpr6mulx2X1,1817.468251,0.0,-
446,CXZHZw2Xpr6mulx2X1,1817.593892,0.0,-
447,CO6s9E1jPFPihdCgTj,1826.409335,0.0,"tap-t-1810705787.us-east-1.elb.amazonaws.com,23.23.121.113,23.21.78.191,23.23.99.254,54.243.65.118"
448,Ce60iS3LDgoQXk7q81,1827.595526,0.0,"microsoft.geogslb.com,m.anycast.adnxs.com,37.252.163.144,37.252.162.107,37.252.163.143,37.252.162.188,37.252.162.131,37.252.162.120"
449,CC7ZMLmt5dsk40Ttd,1828.109529,0.0,"atag-ir-p.mythings.com,ir-p-lbatag-01-2142323441.eu-west-1.elb.amazonaws.com,52.49.41.141,54.77.167.212"
450,CsHyEq3zHu32AXn7wj,1828.180988,0.0,"na.gmtdmp.com,208.81.233.64"
451,CiSxWf1mCIn5IIQO47,1828.315860,0.0,"159.253.128.183,159.253.128.188"
452,Czqq2u4y6Ixr7vjs18,1828.453048,0.0,"104.155.111.27,104.155.105.76,104.155.92.130,104.155.24.208,104.155.100.67,104.155.106.183"
453,CG4J2zhonUksmE05j,1828.499804,0.0,"52.3.189.203,52.91.99.99,52.3.188.193"
454,Cgn5iu2S5gOnXGgpih,1828.554950,0.0,"tags.wdc.bluekai.com,173.192.220.64"
455,Ceh5ObtmidSSHHxF2,1828.876793,0.0,"rtb.adgrx.com,173.231.180.196,173.231.180.109,173.231.180.195"
456,CD10Q31dX8ZQ86KcIj,1828.877235,0.0,83.169.59.64
457,CNFNiGNeyNc6T5a6,1829.114603,0.0,109.239.110.104
458,CEu7xNaYXnCjhr1B1,1829.389728,0.0,8.30.11.137
459,Ctctta3l8ldW9l9bXi,1829.387763,0.0,"rtb.p.veruta.com,rtb-geo.p.veruta.com.akadns.net,rtb-geo-east.veruta.com.akadns.net,rtb-east1.p.veruta.com,70.42.146.149,70.42.146.148"
460,CnWFh22EzlObsqZfdh,1819.542651,0.0,-
461,CFE3t84otzJkuHktcl,1829.606433,0.0,8.30.11.137
462,C9N4DXh4y7n34ztf5,1829.625319,0.0,"pixel-origin.mathtag.com,185.29.135.48,185.29.135.42,185.29.133.208,185.29.133.52"
463,CxsLoB4p77mtGX5KBa,1829.758275,0.0,"cmap.ace.advertising.com,ns.leadback.ace.advertising.com.adcom.akadns.net,152.163.51.2,152.163.64.1,64.12.106.9,152.163.50.2"
464,Ceukk13bUhYkWTRWXa,1829.994386,0.0,"pix-geo.revsci.net,208.146.36.47"
465,C0fApt2HE7CKLLQDoa,1829.990729,0.0,"d.chango.com.akadns.net,208.43.247.68,208.43.247.70,208.43.247.69,208.43.247.71"
466,CCM62J31A6x7ejGPV,1830.144963,0.0,"ttd-euwest-match-adsrvr-org-139334178.eu-west-1.elb.amazonaws.com,46.137.164.2,54.247.189.38,176.34.234.44,176.34.122.2,176.34.115.9,54.247.102.54,54.246.112.35,176.34.252.98"
467,CN4g0o1UtnzVc010kf,1820.274268,0.0,-
468,CWWD973EePH5qQC5a9,1830.557592,0.0,"139.162.27.123,139.162.2.21,106.186.122.129,106.185.26.39,139.162.23.37,106.187.52.230,45.118.132.95,106.187.92.231,139.162.1.238,106.184.2.185,106.184.4.173,103.3.61.228,106.187.54.151"
469,CFoikS1Rr3ShLICZV5,1830.834882,0.0,"d.turn.com.akadns.net,46.228.164.13"
470,CoSPtg4U2n1DhHxN1k,1831.061816,0.0,"str-zedd-production-1686163808.us-east-1.elb.amazonaws.com,174.129.197.64,174.129.240.72,174.129.41.68,54.225.246.206"
471,CUepppROikZpzZ6Sd,1824.365759,0.0,-
472,C6aw6J3hVtf4boRnm,1824.374210,0.0,-
473,ClhWh22bLd89HXCZ2g,1825.295167,0.0,-
474,CGx3D2tjY9zM9vza,1825.297073,0.0,-
475,CGXpI82kIW4PNfF1Uh,1825.301469,0.0,-
476,CwaI9XxBjgeZgdfC4,1827.140872,0.0,-
477,Cb8FAE3zUTCNBD7mO8,1817.822319,1.0,-
478,Cb8FAE3zUTCNBD7mO8,1818.583417,1.0,-
479,Cb8FAE3zUTCNBD7mO8,1819.333552,1.0,-
480,Cwa4b13qUf5bAKpcn7,1838.292842,0.0,223.165.26.46
481,Cehw4a2QRpTKlymyGd,1838.649863,0.0,223.165.27.30
482,CpSIGdc2iOGegHrml,1839.108870,0.0,"mytimes.indiatimes.com.edgesuite.net,a1095.f1.akamai.net,195.113.232.90,195.113.232.91"
483,CO6s9E1jPFPihdCgTj,1827.539556,0.0,-
484,CQbjF91UgGFNWnKCvh,1856.189563,0.0,"g.crwdcntrl.net,td.crwdcntrl.net,bcpad0.dub.loc.crwdcntrl.net,elb-tse-01-1047733575.eu-west-1.elb.amazonaws.com,54.77.251.202,52.17.100.63,52.17.120.197,52.18.204.125,52.17.249.178,52.19.114.209,52.30.175.104,52.18.40.183"
485,CxYTDk2VuZHH8AHRyb,1856.210447,0.0,31.13.91.6
486,CjRBRhnUZJ87OFTk7,1856.188032,0.0,223.165.24.22
487,CKx6Po20D6MHQLycl3,1856.209707,0.0,"fbcdn-photos-h-a.akamaihd.net.edgesuite.net,a1990.dspmm1.akamai.net,92.122.212.75,92.122.212.161"
488,CYiLvRl9CcZXHJdEf,1856.210093,0.0,"a2047.dspl.akamai.net,104.96.90.10,104.96.90.24,104.96.90.19,104.96.90.9,104.96.90.25,104.96.90.16,104.96.90.26,104.96.90.8,104.96.90.17"
489,CzhgEsqej3ebt1Voi,1856.209289,0.0,"fbcdn-photos-d-a.akamaihd.net.edgesuite.net,a1842.dspmm1.akamai.net,92.122.212.67,92.122.212.154"
490,CTFxJzpdNP90yXNqk,1856.259255,0.0,"fbstatic-a.akamaihd.net.edgesuite.net,a1168.dsw4.akamai.net,195.113.232.72,195.113.232.89"
491,CeB6YggPKk90At4Fd,1856.286371,0.0,179.60.192.15
492,CyitRf1eL7S4eQffEj,1856.258897,0.0,"fbcdn-vthumb-a.akamaihd.net.edgesuite.net,a591.dspda2.akamai.net,195.113.232.91,195.113.232.82"
493,Cb0sAg4fp7EGbnHFji,1856.770786,0.0,"23.21.68.198,107.22.225.24,23.21.137.152,23.21.147.123,107.20.139.156,23.21.71.237,54.243.236.98,54.243.69.241"
494,ChSzpawgbofoy4DKb,1856.780028,0.0,172.217.16.99
495,Crbccv3Y1Bb3eCfoU3,1857.310960,0.0,"scontent.xx.fbcdn.net,31.13.84.4"
496,CNCWNN34cuaJnF7Aac,1857.332243,0.0,179.60.192.7
497,CSxx2f18DWEDQekRe5,1859.573036,0.0,"s.kazfv.com,52.4.161.253"
498,CWRRz8Awwd4SJV1Sd,1859.572601,0.0,"185.29.134.89,185.29.134.91,185.29.133.33,185.29.135.48"
499,CtbVSH355l9LpGhi9i,1859.790706,0.0,"anycast.pixel.adsafeprotected.com,69.172.216.55"
500,CfXE3s1EJwMKDhcxN9,1859.793308,0.0,"pixel.mathtag.com.edgekey.net,e6791.b.akamaiedge.net,23.63.67.169"
501,CgWa2uacp1QX9zZi4,1859.798112,0.0,"loadus.tm.ssl.exelator.com,eu-west.load.exelator.com,load.amexp.exelator.com,216.52.1.12"
502,CCQEmr2DQbxi2BJWQh,1859.787221,0.0,"connextra.com.edgekey.net,e367.l.akamaiedge.net,104.109.83.80"
503,CD8GfMPMKMRhfOS43,1859.880373,0.0,"gtm02.nexac.com,p-aws-nvirginia-tag-01-966299741.us-east-1.elb.amazonaws.com,54.236.69.252,52.7.11.31,54.174.115.151,107.21.51.182,54.174.64.40,54.173.123.92,54.236.172.173,54.173.201.213"
504,CUkMgF2PeaFQ7iB9Hj,1860.820817,0.0,"d3tqyidpuy80xi.cloudfront.net,54.230.200.237,54.230.200.20,54.230.200.194,54.230.200.251,54.230.200.197,54.230.200.13,54.230.200.139,54.230.200.215"
505,C0MlJ5EABcK6lxRFb,1860.872377,0.0,"anycast.dt.adsafeprotected.com,69.172.216.111"
506,CVFsjS1r70BKW97nlc,1860.947726,0.0,"s3-1-w.amazonaws.com,54.231.80.224"
507,CZoFyw1gVJJaTimc86,1861.291842,0.0,107.178.255.114
508,CpYpym1T1lu84vmsvb,1861.292215,0.0,"64.34.191.190,64.34.191.250,66.155.15.103,66.155.15.104"
509,CMDWp03fakEvjEbkk5,1861.292990,0.0,"tags-lb-1106904221.us-east-1.elb.amazonaws.com,50.19.238.144,23.23.152.125,23.21.226.176,23.21.146.250"
510,CRJD2N4P6wxXPjs4c,1861.292623,0.0,"52.19.10.30,52.18.48.150,54.154.133.112,54.154.62.198"
511,CmtsCu38Ia18ekieG8,1861.424456,0.0,"akamai-pixel.quantserve.com.akadns.net,anycast-europe.quantserve.com.akadns.net,95.172.94.15,95.172.94.59,95.172.94.46,95.172.94.19,95.172.94.58,95.172.94.55,95.172.94.42,95.172.94.53"
512,Cadypr3zQh5PMuAyj6,1861.677266,0.0,"connextra.com.edgekey.net,e367.l.akamaiedge.net,104.109.83.80"
513,C2s2fJ2VGmu7C1QVKj,1861.739531,0.0,"82.196.8.230,185.14.185.91,82.196.8.244,82.196.1.166"
514,CwaJ2yjCy005cQfna,1861.756066,0.0,"googleadapis.l.google.com,173.194.65.95"
515,CfjlsB4SmgU26LqHM2,1861.817832,0.0,"prod-match-east-haproxylb.rundsp.com,prod-match-east-12.rundsp.com,ec2-54-161-89-9.compute-1.amazonaws.com,54.161.89.9"
516,CEC7oCxe29GoVfK33,1861.858989,0.0,"p-awse-211774586.us-east-1.elb.amazonaws.com,107.22.168.11,54.243.249.33,54.243.101.57,184.73.170.222,107.20.159.130,54.225.160.88,23.23.100.120,107.20.214.198"
517,CNmPdX2YdjEbsTHoA1,1861.872253,0.0,54.208.226.181
518,CtUcwJ35uVAfgV4R9a,1862.087932,0.0,185.46.230.203
519,Cz0BR5G4Z5qoO3PDj,1862.172014,0.0,54.209.110.20
520,CKj7QI3fsJOD86QgYf,1862.295639,0.0,104.155.57.101
521,CA3IRHLgO7Egw2Md6,1862.338163,0.0,173.241.240.143
522,CCD1bk2Q6dN0BwWrM8,1862.416155,0.0,"a.rfihub.com,a-tm.rfihub.com,185.31.128.208"
523,COqlL361XSIHiKnSe,1862.541997,0.0,"mpp2.vindicosuite.com,130.211.103.172"
524,CFUuBg3IPCZaO88yl5,1862.661761,0.0,"gstaticadssl.l.google.com,216.58.209.163"
525,Cr5ln61FzPkvME6oUh,1863.236200,0.0,"104.130.158.110,104.130.135.42"
526,CLMYFC4F6lfHjcpGpk,1863.418073,0.0,"px.owneriq.net.edgekey.net,e4659.g.akamaiedge.net,104.109.108.73"
527,CVIiIY1hHMQ0LOzjuf,1863.842958,0.0,38.65.9.35
528,CncPjD3Yuqukdg2g7j,1864.445303,0.0,"54.84.70.142,54.236.2.205,54.210.27.11,54.172.55.5,54.209.198.145,54.172.146.150,54.164.54.149,54.164.133.236"
529,C1dnBw3nIOL7Gf9Gte,1864.447963,0.0,"tp00.everesttech.net.akadns.net,66.117.28.68"
530,CnOvmN2HWCSIwdEjnh,1865.021640,0.0,"185.57.60.185,185.57.60.186"
531,CdsWBg57eHCCjwSD2,1865.180519,0.0,85.114.159.93
532,C2aEYD1e8gDDbVAfCi,1865.492076,0.0,"pug22000c.pubmatic.com,pug22000.pubmatic.com,198.47.127.15"
533,CCwWbRBX2Efk5PFX8,1865.561666,0.0,152.163.66.141
534,CVfcblJteJOvOWPK7,1865.792895,0.0,"pool.tokyo.iponweb.net,52.49.254.226,52.31.137.171,52.49.164.138,52.48.121.18"
535,CeyKC21doh2G0ZDT3a,1865.831838,0.0,37.48.113.10
536,ClqDV44GJNXbgBRXX8,1856.225084,0.0,-
537,CbJASZ3sWJONN3Alse,1856.259651,0.0,-
538,CFSWKuYLIYewBgyYj,1962.348295,0.0,172.217.16.99
539,Czhgtc15MvsMALipG7,2037.366910,0.0,"54.163.248.52,107.22.185.206,54.225.184.146,23.23.112.141,174.129.243.248,107.22.236.9,107.21.125.66,107.22.250.38"
540,CqS05r1yCvLA57Ky3b,2037.371246,0.0,172.217.16.99
541,CGiCCr2L3Csf5DJNBf,2172.407649,0.0,"23.21.137.152,23.21.68.198,107.20.139.156,23.23.102.175,107.22.225.24,23.21.71.237,23.21.147.123,23.23.164.218"
542,CO1hk8X2jpnd9OsRd,2172.409786,0.0,172.217.16.99
543,CUspGf1sTx6H9g3UT4,2187.832032,0.0,"economictimes.indiatimes.com.edgesuite.net,a825.f1.akamai.net,195.113.232.89,195.113.232.81"
544,CZsEVB2ZnHhlBG7eF3,2189.225181,0.0,"www-google-analytics.l.google.com,216.58.209.174"
545,CIX3OfHxO6loZTYl8,2190.370765,0.0,"partnerad.l.doubleclick.net,172.217.16.98"
546,CB9PDf1m2lh0FRDF6h,2190.401995,0.0,223.165.25.37
547,CG12qT2Hwvbtpxb1Ih,2190.383175,0.0,"b.scorecardresearch.com.edgesuite.net,a1294.w20.akamai.net,213.198.96.146,213.198.96.152"
548,CXVh3iWCOOWnuzhMh,2190.966787,0.0,"pr-bh.ybp.gysm.yahoodns.net,77.238.185.35"
549,CxJs9a1MYUVSr1ojGl,2190.965914,0.0,"pagead.l.doubleclick.net,172.217.16.98"
550,CAWe2PaogQQJa5xGk,2190.966321,0.0,"eu-gmtdmp.mookie1.com,95.131.122.232"
551,CNtuub2bejwc4LOL6,2191.028500,0.0,"optimized-by.rubiconproject.net.akadns.net,perf-optimized-by.rubiconproject.net.akadns.net,31.186.225.43,31.186.225.23"
552,CrNBbc2nsZa8F7yav9,2191.104408,0.0,"pagead46.l.doubleclick.net,172.217.18.66"
553,CuEa7z1uAtfFvVk2Ze,2191.897802,0.0,"track-eu.adform.net,37.157.4.16,37.157.2.24"
554,C92AaS3JOGS3zmOvjg,2191.955887,0.0,"s.kazfv.com,52.3.126.22"
555,ChTMfn1wenkC2gSgU3,2192.393247,0.0,"s1-eu.adform.net,37.157.6.236,37.157.2.29,37.157.4.28"
556,C3U28s4Th9nFKoCAT3,2192.392861,0.0,"ib.adnxs.com,g.geogslb.com,ib.anycast.adnxs.com,37.252.163.211,37.252.163.154,37.252.163.115,37.252.163.194,37.252.162.75,37.252.162.191,37.252.163.152,37.252.162.189"
557,CVpKVQ3lPIEOBSbe7g,2192.536931,0.0,"g.geogslb.com,ib.anycast.adnxs.com,37.252.170.29,37.252.170.38,37.252.170.22,37.252.170.114,37.252.170.4,37.252.170.15,37.252.170.5,37.252.170.7"
558,C59vLn3DSNTI4925g,2192.609216,0.0,"track.adform.net,track-eu.adform.net,37.157.6.252,37.157.6.253"
559,CmGAqL20gYUB8XjhT4,2192.611656,0.0,85.114.159.93
560,Csi7YI1vOW0TiepRR,2192.612373,0.0,54.210.190.247
561,CghkvHsuyl2VwNLrk,2192.613141,0.0,"mpp2.vindicosuite.com,146.148.14.238"
562,CLXE2i1GKz1ga83NBj,2192.614177,0.0,"tp00.everesttech.net.akadns.net,66.117.28.68"
563,CzQNNUEiiVsK0h9Je,2192.656861,0.0,"pixel.rubiconproject.net.akadns.net,31.186.225.24,31.186.225.44"
564,CrLobq3Whn2fpnzdBb,2192.657260,0.0,"185.57.60.185,185.57.60.186"
565,Ch6TJZ1RVKHAQB1sH3,2192.908371,0.0,"52.72.72.193,54.172.50.108,54.174.71.137,52.86.82.159,52.0.149.49"
566,CfeGwV1e0w7ZdUXBhl,2192.908800,0.0,"ssu-euwest-sync.tidaltv.com,ssu-elasticloadbal-15qhsrdjf9wub-1230656320.eu-west-1.elb.amazonaws.com,46.51.188.241,46.137.72.88,54.217.251.51,46.137.92.172,54.228.254.111,46.51.180.155,54.217.245.151,54.246.82.145"
567,CA2eNO2YsyoqU0sJpa,2192.909565,0.0,64.71.187.126
568,CCZpJK2KL0URART16b,2192.909175,0.0,"production-cts-916945079.us-east-1.elb.amazonaws.com,52.72.155.36,52.2.56.197"
569,CvQuUc2Led4KlrzF2,2193.027936,0.0,"jcypc.x.incapdns.net,149.126.72.59"
570,CMmdrH3DW2hpwf2xdc,2193.103215,0.0,"ade.clmbtech.com.edgekey.net,e5178.e12.akamaiedge.net,23.63.91.206"
571,CI7eBwKQzVRy5k6zg,2193.488370,0.0,"any.edge.bing.com,204.79.197.200"
572,CJsWt711gfgmnsJgsb,2193.502759,0.0,"na.gmtdmp.com,208.81.233.64"
573,C9ghTtx9Opez2wPu,2193.487655,0.0,"37.252.163.84,37.252.163.237,37.252.163.206,37.252.163.90,37.252.162.89,37.252.162.200,37.252.163.236,37.252.163.1"
574,C0wpeP28CjfIsu69b3,2193.487241,0.0,"cdn.adnxs.com.edgesuite.net,a1961.g.akamai.net,195.113.232.89,195.113.232.73"
575,CdKZxX2PSAXqj56DIg,2193.488008,0.0,"c.live.com,c.live.com.nsatc.net,207.46.194.10"
576,ClgYmR3yHc52iJuUqb,2193.560279,0.0,"37.252.170.112,37.252.170.64,37.252.170.102,37.252.170.106,37.252.170.61,37.252.170.115,37.252.170.18,37.252.170.9"
577,CFYf0scqKlWtEcsAa,2193.541168,0.0,"microsoft.geogslb.com,m.anycast.adnxs.com,37.252.162.107,37.252.162.131,37.252.162.120,37.252.162.188,37.252.163.143,37.252.163.144"
578,CEc8k1hyjwjc4YrDb,2193.541574,0.0,"cs51.wac.edgecastcdn.net,93.184.220.76"
579,CI3bRs1Ooa9GGbgx3l,2193.743049,0.0,"tp00.everesttech.net.akadns.net,66.117.28.68"
580,C6F14831RKKKNlY2x8,2193.743187,0.0,"104.155.53.183,104.155.9.53,104.155.42.203,104.155.4.1,104.155.70.73,104.155.68.2,104.155.5.178,104.155.50.157,104.155.76.74,104.155.77.39,104.155.58.209,104.155.53.48,104.155.18.97,104.155.17.92,104.155.37.64"
581,Ce1ePF3kYLlT3TZ9Uf,2193.872127,0.0,95.131.122.232
582,CxYwu01ZLsq4Nfkydb,2193.877570,0.0,"pug22000c.pubmatic.com,pug22000.pubmatic.com,198.47.127.15"
583,CQpwkj3PxEdS5iX9I3,2193.874592,0.0,173.241.240.143
584,CfRFt51UL0KJ9ZUWCi,2193.880030,0.0,"pixel-origin.mathtag.com,185.29.135.48,185.29.135.42,185.29.134.193,185.29.133.199"
585,CK38K21VfsXoEpSTu6,2193.881304,0.0,"wildcard.media.net.edgekey.net,e8425.g.akamaiedge.net,104.109.97.66"
586,C6FjLg3r7jJB75Xp1e,2193.987039,0.0,107.178.242.85
587,CePTyY3fLcvEvT33d4,2194.168638,0.0,66.150.114.20
588,CDlKRb0jRyTx9lrbj,2194.237880,0.0,"2-01-275d-0017.cdx.cedexis.net,itx5.smartadserver.com,185.86.138.16,185.86.138.32"
589,Cebv6p2XOqWqqPBhDj,2194.243559,0.0,"52.48.253.210,54.171.61.206,52.49.225.27,52.49.230.23,54.154.62.181,54.154.81.4,54.171.182.178,52.48.253.176"
590,CxILcVp77t5jLd5I8,2194.277989,0.0,"vap.lijit.com,169.55.70.195,5.10.75.178,75.126.3.52,67.217.177.158,169.55.70.227,67.217.177.94,75.126.3.51,169.55.70.244,67.217.177.30"
591,C1O97K36XigsNyBfWg,2194.486637,0.0,"pagead46.l.doubleclick.net,172.217.18.66"
592,Cm8Y2Q1cNy8pAWIE5h,2194.579671,0.0,208.81.233.48
593,C4vDhZ2qMS9itJA2J1,2192.657685,0.0,-
594,CuSeE04fjkemXNbps9,2192.658086,0.0,-
595,CAUUi11wRcZ21d3ST,2193.541933,0.0,-
596,CGtPhu1e47TiCvz5R1,2203.653257,0.0,"anycast.dt.adsafeprotected.com,69.172.216.111"
597,CUrnaX1YYGEy2WDoDi,2203.795797,0.0,205.147.109.240
598,CfzCiV20aP64Rnd3fi,2203.983196,0.0,180.179.57.29
599,CGObXy45pm9L7IFSQ3,2204.028725,0.0,"qna.indiatimes.com.edgesuite.net,a67.b.akamai.net,195.113.232.89,195.113.232.82"
600,CKllNaZOAEGcjcDTc,2244.850405,0.0,172.217.16.99
601,CXPeuL11ZVa3nlgOb4,2244.852840,0.0,"plus.l.google.com,216.58.209.174"
602,CsVFx235bhn4CUF6Bd,2244.855960,0.0,"id.l.google.com,216.58.209.195"
603,C7j24i307SYoJOUwne,2244.858098,0.0,216.58.209.163
604,CqXlAv3mAxqNlo1FQ6,2244.859905,0.0,172.217.18.68
605,C5jSnb2nPIdGRFXhrh,2245.297531,0.0,65.156.1.84
606,CXGtvc1tQmncyQOR9f,2245.878430,0.0,216.58.209.163
